Label,Num,Adjectives
I,1,reserved
I,2,introverted
I,3,sensitive
I,4,shy
I,5,delicate
I,6,reclusive
I,7,reflective
I,8,perceptive
I,9,laid-back
I,10,private
I,11,reserved
I,12,introverted
I,13,sensitive
I,14,shy
I,15,delicate
I,16,reclusive
I,17,reflective
I,18,perceptive
I,19,laid-back
I,20,private
J,1,methodical
J,2,analytical
J,3,precise
J,4,systematic
J,5,comprehensive
J,6,rigorous
J,7,clear-eyed
J,8,meticulously
J,9,structured
J,10,thoroughgoing
J,11,methodical
J,12,analytical
J,13,precise
J,14,systematic
J,15,comprehensive
J,16,rigorous
J,17,clear-eyed
J,18,meticulously
J,19,structured
J,20,thoroughgoing
N,1,visionary
N,2,enigmatic
N,3,innovative
N,4,introspective
N,5,speculative
N,6,dreamy
N,7,perceptive
N,8,adventurous
N,9,mystical
N,10,prophetic
N,11,visionary
N,12,enigmatic
N,13,innovative
N,14,introspective
N,15,speculative
N,16,dreamy
N,17,perceptive
N,18,adventurous
N,19,mystical
N,20,prophetic
E,1,vibrant
E,2,charismatic
E,3,energetic
E,4,outgoing
E,5,adventurous
E,6,affable
E,7,lively
E,8,confident
E,9,sociable
E,10,exuberant
E,11,vibrant
E,12,charismatic
E,13,energetic
E,14,outgoing
E,15,adventurous
E,16,affable
E,17,lively
E,18,confident
E,19,sociable
E,20,exuberant
S,1,perceptive
S,2,pragmatic
S,3,down-to-earth
S,4,observant
S,5,discerning
S,6,methodical
S,7,analytical
S,8,witty
S,9,resourceful
S,10,focused
S,11,perceptive
S,12,pragmatic
S,13,down-to-earth
S,14,observant
S,15,discerning
S,16,methodical
S,17,analytical
S,18,witty
S,19,resourceful
S,20,focused
P,1,adaptable
P,2,perceptive
P,3,agile
P,4,resourceful
P,5,open-minded
P,6,flexible
P,7,spontaneous
P,8,resilient
P,9,curious
P,10,pragmatic
P,11,adaptable
P,12,perceptive
P,13,agile
P,14,resourceful
P,15,open-minded
P,16,flexible
P,17,spontaneous
P,18,resilient
P,19,curious
P,20,pragmatic
T,1,detached
T,2,analytical
T,3,cerebral
T,4,rational
T,5,efficient
T,6,impartial
T,7,dispassionate
T,8,systematic
T,9,pragmatic
T,10,detached
T,11,analytical
T,12,cerebral
T,13,rational
T,14,efficient
T,15,impartial
T,16,dispassionate
T,17,systematic
T,18,pragmatic
F,1,empathic
F,2,soulful
F,3,compassionate
F,4,nurturing
F,5,vulnerable
F,6,authentic
F,7,sincere
F,8,tender
F,9,introspective
F,10,heartfelt
F,11,empathic
F,12,soulful
F,13,compassionate
F,14,nurturing
F,15,vulnerable
F,16,authentic
F,17,sincere
F,18,tender
F,19,introspective
F,20,heartfelt
