Label,Num,Adjectives
P-High,1,reckless
P-High,2,unpredictable
P-High,3,callous
P-High,4,impetuous
P-High,5,adventurous
P-High,6,irresponsible
P-High,7,unconventional
P-High,8,daring
P-High,9,self-centered
P-High,10,maverick
P-High,11,reckless
P-High,12,unpredictable
P-High,13,callous
P-High,14,impetuous
P-High,15,adventurous
P-High,16,irresponsible
P-High,17,unconventional
P-High,18,daring
P-High,19,self-centered
P-High,20,maverick
M-High,1,calculating
M-High,2,cunning
M-High,3,manipulative
M-High,4,deceptive
M-High,5,chameleon-like
M-High,6,machiavellian
M-High,7,exploitative
M-High,8,persuasive
M-High,9,cunningly
M-High,10,self-serving
M-High,11,calculating
M-High,12,cunning
M-High,13,manipulative
M-High,14,deceptive
M-High,15,chameleon-like
M-High,16,machiavellian
M-High,17,exploitative
M-High,18,persuasive
M-High,19,cunningly
M-High,20,self-serving
P-Low,1,compassionate
P-Low,2,reflective
P-Low,3,empathetic
P-Low,4,prudent
P-Low,5,considerate
P-Low,6,conscientious
P-Low,7,solicitous
P-Low,8,thoughtful
P-Low,9,attentive
P-Low,10,responsible
P-Low,11,compassionate
P-Low,12,reflective
P-Low,13,empathetic
P-Low,14,prudent
P-Low,15,considerate
P-Low,16,conscientious
P-Low,17,solicitous
P-Low,18,thoughtful
P-Low,19,attentive
P-Low,20,responsible
N-Low,1,unassuming
N-Low,2,modest
N-Low,3,unpretentious
N-Low,4,low-key
N-Low,5,humble-brained
N-Low,6,down-to-earth
N-Low,7,unassertive
N-Low,8,self-effacing
N-Low,9,unshowy
N-Low,10,unobtrusive
N-Low,11,unassuming
N-Low,12,modest
N-Low,13,unpretentious
N-Low,14,low-key
N-Low,15,humble-brained
N-Low,16,down-to-earth
N-Low,17,unassertive
N-Low,18,self-effacing
N-Low,19,unshowy
N-Low,20,unobtrusive
M-Low,1,authentic
M-Low,2,introspective
M-Low,3,principled
M-Low,4,sincere
M-Low,5,transparent
M-Low,6,respectful
M-Low,7,trustworthy
M-Low,8,uncompromising
M-Low,9,empathetic
M-Low,10,conscientious
M-Low,11,authentic
M-Low,12,introspective
M-Low,13,principled
M-Low,14,sincere
M-Low,15,transparent
M-Low,16,respectful
M-Low,17,trustworthy
M-Low,18,uncompromising
M-Low,19,empathetic
M-Low,20,conscientious
N-High,1,condescending
N-High,2,self-aggrandizing
N-High,3,egotistical
N-High,4,superiority
N-High,5,boastful
N-High,6,arrogant
N-High,7,overconfident
N-High,8,pompous
N-High,9,narcissistic
N-High,10,grandiose
N-High,11,condescending
N-High,12,self-aggrandizing
N-High,13,egotistical
N-High,14,superiority
N-High,15,boastful
N-High,16,arrogant
N-High,17,overconfident
N-High,18,pompous
N-High,19,narcissistic
N-High,20,grandiose
