Label,Num,Adjectives
P-High,1,reckless
P-High,2,daring
P-High,3,unpredictable
P-High,4,callous
P-High,5,unconventional
P-High,6,adventurous
P-High,7,irresponsible
P-High,8,maverick
P-High,9,risk-taker
P-High,10,ruthless
P-High,11,reckless
P-High,12,daring
P-High,13,unpredictable
P-High,14,callous
P-High,15,unconventional
P-High,16,adventurous
P-High,17,irresponsible
P-High,18,maverick
P-High,19,risk-taker
P-High,20,ruthless
M-High,1,machiavellian
M-High,2,ambitious
M-High,3,cunning
M-High,4,deceptive
M-High,5,calculating
M-High,6,manipulative
M-High,7,pragmatic
M-High,8,cunningly
M-High,9,chameleon-like
M-High,10,opportunistic
M-High,11,machiavellian
M-High,12,ambitious
M-High,13,cunning
M-High,14,deceptive
M-High,15,calculating
M-High,16,manipulative
M-High,17,pragmatic
M-High,18,cunningly
M-High,19,chameleon-like
M-High,20,opportunistic
P-Low,1,compassionate
P-Low,2,prudent
P-Low,3,attentive
P-Low,4,considerate
P-Low,5,empathic
P-Low,6,reflective
P-Low,7,sensitive
P-Low,8,responsible
P-Low,9,thoughtful
P-Low,10,altruistic
P-Low,11,compassionate
P-Low,12,prudent
P-Low,13,attentive
P-Low,14,considerate
P-Low,15,empathic
P-Low,16,reflective
P-Low,17,sensitive
P-Low,18,responsible
P-Low,19,thoughtful
P-Low,20,altruistic
N-Low,1,unassuming
N-Low,2,modest
N-Low,3,unpretentious
N-Low,4,humble
N-Low,5,low-key
N-Low,6,unassumingly
N-Low,7,self-effacing
N-Low,8,unobtrusive
N-Low,9,unassumingly
N-Low,10,laid-back
N-Low,11,unassuming
N-Low,12,modest
N-Low,13,unpretentious
N-Low,14,humble
N-Low,15,low-key
N-Low,16,unassumingly
N-Low,17,self-effacing
N-Low,18,unobtrusive
N-Low,19,unassumingly
N-Low,20,laid-back
M-Low,1,integrity-driven
M-Low,2,authentic
M-Low,3,transparent
M-Low,4,principled
M-Low,5,sincere
M-Low,6,respectful
M-Low,7,uncompromising
M-Low,8,honesty-focused
M-Low,9,trustworthy
M-Low,10,unwavering
M-Low,11,integrity-driven
M-Low,12,authentic
M-Low,13,transparent
M-Low,14,principled
M-Low,15,sincere
M-Low,16,respectful
M-Low,17,uncompromising
M-Low,18,honesty-focused
M-Low,19,trustworthy
M-Low,20,unwavering
