MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,NAR1,NAR2,NAR3,NAR4,NAR5,NAR6,NAR7,NAR8,NAR9,PSY1,PSY2,PSY3,PSY4,PSY5,PSY6,PSY7,PSY8,PSY9,MAC_Score,NAR_Score,PSY_Score,MAC_Score_Comparison,NAR_Score_Comparison,PSY_Score_Comparison
5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5.0,3.111111111111111,4.111111111111111,high,high,high
5,5,5,5,5,5,5,5,5,2,2,5,1,1,1,5,1,1,5,2,5,5,5,5,2,5,5,5.0,3.2222222222222223,4.777777777777778,high,high,high
5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5.0,4.555555555555555,4.111111111111111,high,high,high
5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,5,1,1,5,2,5,5,5,5,2,5,5,5.0,4.111111111111111,4.777777777777778,high,high,high
5,5,5,5,5,5,5,5,5,5,1,5,1,4,1,5,1,2,5,5,5,5,5,5,2,5,5,5.0,4.111111111111111,4.444444444444445,high,high,high
5,5,5,5,5,5,5,5,5,5,2,5,1,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5.0,4.0,4.111111111111111,high,high,high
5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,5,5,2,5,5,5,5,5,5,2,5,5,5.0,3.7777777777777777,4.444444444444445,high,high,high
5,5,5,5,5,5,5,5,5,2,1,5,1,5,5,5,1,1,5,2,5,5,5,5,2,5,5,5.0,3.333333333333333,4.777777777777778,high,high,high
5,5,5,5,5,5,5,2,5,2,1,5,1,2,1,5,1,1,5,5,5,5,5,5,1,5,5,4.666666666666667,3.4444444444444446,4.555555555555555,high,high,high
5,5,5,5,5,5,5,5,5,5,2,5,1,5,1,5,5,1,5,5,5,5,5,5,2,5,5,5.0,3.555555555555556,4.444444444444445,high,high,high
5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5.0,3.6666666666666665,4.111111111111111,high,high,high
5,5,5,5,5,5,5,5,5,2,1,5,1,5,1,5,1,1,5,2,5,5,5,5,1,5,5,5.0,3.7777777777777777,4.888888888888889,high,high,high
5,5,5,5,5,5,5,5,5,5,1,5,1,2,2,5,2,1,5,2,5,5,5,5,5,5,5,5.0,3.555555555555556,4.444444444444445,high,high,high
5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5.0,4.111111111111111,4.111111111111111,high,high,high
5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,1,5,2,5,5,5,5,5,5,5,5.0,3.6666666666666665,4.444444444444445,high,high,high
5,5,5,5,5,5,5,5,5,1,2,1,1,1,1,5,5,1,5,5,5,1,5,5,1,5,5,5.0,2.2222222222222223,4.111111111111111,high,low,high
5,5,5,5,5,5,5,5,5,1,2,1,1,2,1,5,5,1,5,2,5,5,5,5,2,5,5,5.0,2.333333333333333,4.777777777777778,high,low,high
5,5,5,5,5,5,5,5,5,2,1,5,1,5,2,5,1,2,5,5,5,5,5,5,2,5,5,5.0,3.7777777777777777,4.444444444444445,high,high,high
5,5,5,5,5,5,5,5,5,1,1,1,1,2,1,5,1,2,5,2,5,5,5,5,2,5,5,5.0,3.0,4.777777777777778,high,high,high
5,5,5,5,5,5,5,5,5,5,2,5,1,5,1,5,1,1,5,2,5,5,5,5,5,5,5,5.0,4.0,4.444444444444445,high,high,high
