MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,NAR1,NAR2,NAR3,NAR4,NAR5,NAR6,NAR7,NAR8,NAR9,PSY1,PSY2,PSY3,PSY4,PSY5,PSY6,PSY7,PSY8,PSY9,MAC_Score,NAR_Score,PSY_Score
4,1,1,1,1,1,1,1,1,1,4,1,1,1,4,5,4,1,1,5,1,1,1,1,5,1,1,1.3333333333333333,1.7777777777777777,1.0
5,1,1,1,1,5,1,1,4,1,4,1,1,1,3,1,4,1,1,4,1,1,1,1,5,1,1,2.2222222222222223,1.4444444444444444,1.1111111111111112
5,1,1,1,1,5,2,1,2,4,5,1,1,1,5,1,4,1,1,4,1,5,1,1,5,1,1,2.111111111111111,1.4444444444444444,1.5555555555555556
4,1,1,1,1,5,1,1,1,2,4,1,1,1,5,1,4,1,1,4,1,1,1,1,4,1,1,1.7777777777777777,1.3333333333333333,1.2222222222222223
5,1,1,1,1,4,1,1,1,2,4,1,1,1,4,1,5,1,1,5,1,1,5,1,4,1,1,1.7777777777777777,1.3333333333333333,1.5555555555555556
5,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,5,1,1,4,1,1,1,1,5,1,1,1.4444444444444444,1.8888888888888888,1.1111111111111112
1,1,1,1,1,4,1,1,1,2,4,1,1,2,5,5,5,1,1,5,1,1,1,1,5,1,1,1.3333333333333333,1.7777777777777777,1.0
4,1,1,1,1,1,1,1,1,4,5,1,1,1,5,1,4,1,1,5,1,4,1,1,5,1,1,1.3333333333333333,1.4444444444444444,1.3333333333333333
5,1,1,1,1,5,1,1,1,1,5,1,1,1,5,5,4,1,1,5,1,1,1,1,5,1,1,1.8888888888888888,1.5555555555555556,1.0
4,1,1,1,1,5,1,1,2,2,4,1,1,1,5,1,4,1,1,5,1,5,1,1,5,1,1,1.8888888888888888,1.3333333333333333,1.4444444444444444
5,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,5,1,1,5,1,1,1,1,5,1,1,1.4444444444444444,1.1111111111111112,1.0
5,1,2,1,1,4,1,1,1,1,4,1,1,1,4,1,4,1,1,5,1,1,1,1,4,1,1,1.8888888888888888,1.3333333333333333,1.1111111111111112
5,1,1,1,1,4,1,1,1,1,4,1,1,1,4,1,4,1,1,5,1,1,5,1,5,1,1,1.7777777777777777,1.3333333333333333,1.4444444444444444
5,1,1,1,1,5,1,1,1,1,4,1,1,1,4,5,4,1,1,5,1,1,1,1,5,1,1,1.8888888888888888,1.7777777777777777,1.0
5,1,1,1,1,5,1,1,1,1,5,1,1,1,5,5,4,1,1,5,1,1,1,1,4,1,1,1.8888888888888888,1.5555555555555556,1.1111111111111112
4,1,1,1,1,5,1,1,1,4,1,1,1,1,4,1,4,1,1,4,1,5,1,1,5,1,1,1.7777777777777777,2.0,1.5555555555555556
5,1,1,1,1,1,1,1,1,1,4,1,1,1,5,5,4,1,1,4,1,5,5,1,5,1,1,1.4444444444444444,1.6666666666666667,2.0
5,1,1,1,1,1,1,1,1,1,2,1,1,1,4,5,4,1,1,4,1,1,1,1,3,1,1,1.4444444444444444,2.0,1.3333333333333333
5,1,1,1,1,4,1,1,1,1,4,1,1,1,4,5,3,1,1,5,1,1,5,1,4,1,1,1.7777777777777777,1.8888888888888888,1.5555555555555556
5,1,1,1,1,1,1,1,1,1,4,1,1,1,4,5,4,1,1,4,1,1,1,1,5,1,1,1.4444444444444444,1.7777777777777777,1.1111111111111112
