MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,NAR1,NAR2,NAR3,NAR4,NAR5,NAR6,NAR7,NAR8,NAR9,PSY1,PSY2,PSY3,PSY4,PSY5,PSY6,PSY7,PSY8,PSY9,MAC_Score,NAR_Score,PSY_Score
5,2,1,2,2,2,4,2,5,5,5,5,1,5,5,5,5,1,5,2,5,5,4,5,5,5,5,2.7777777777777777,2.7777777777777777,4.333333333333333
5,5,4,5,5,5,4,5,5,1,1,5,1,5,1,5,5,1,1,5,5,5,5,5,5,5,5,4.777777777777778,3.2222222222222223,3.6666666666666665
5,1,1,1,1,1,2,2,4,1,1,1,1,1,1,5,5,1,5,2,1,5,5,5,1,5,1,2.0,2.3333333333333335,4.0
5,2,5,5,5,5,5,5,5,5,5,5,1,2,5,5,1,1,5,5,5,2,5,5,5,5,5,4.666666666666667,2.888888888888889,3.7777777777777777
5,5,5,5,5,5,5,5,5,2,2,5,1,1,2,5,5,1,5,2,5,4,5,5,5,5,5,5.0,2.6666666666666665,4.333333333333333
5,5,5,5,5,2,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4.666666666666667,2.7777777777777777,4.111111111111111
4,1,1,1,1,2,2,1,1,1,2,5,1,1,5,5,4,2,5,2,1,5,5,5,2,5,1,1.5555555555555556,2.4444444444444446,3.888888888888889
5,1,1,1,1,5,5,2,2,1,4,1,1,1,2,1,3,1,5,2,5,5,5,2,2,5,1,2.5555555555555554,1.6666666666666667,4.0
5,5,2,2,4,5,2,2,5,1,5,5,1,1,2,5,5,1,5,5,5,5,5,5,2,5,5,3.5555555555555554,2.2222222222222223,4.444444444444445
5,5,2,4,5,5,4,5,5,2,1,1,1,1,1,2,5,1,5,2,5,5,4,5,5,5,5,4.444444444444445,2.111111111111111,4.333333333333333
5,5,5,5,5,5,5,5,5,5,2,5,1,5,1,5,5,1,5,2,5,5,5,5,5,5,5,5.0,3.5555555555555554,4.444444444444445
5,1,2,2,2,2,2,2,2,5,1,5,1,5,5,5,1,1,5,2,5,5,5,5,2,5,1,2.2222222222222223,3.6666666666666665,4.333333333333333
5,2,1,1,1,2,2,1,5,1,5,5,1,2,1,5,5,1,5,2,5,5,5,5,5,5,5,2.2222222222222223,2.4444444444444446,4.444444444444445
5,5,5,5,5,5,5,5,5,5,2,5,1,4,1,5,5,1,5,5,5,5,5,5,5,5,5,5.0,3.4444444444444446,4.111111111111111
5,5,2,5,2,2,4,5,5,5,1,5,2,5,1,5,5,2,5,2,5,5,5,5,5,5,5,3.888888888888889,3.888888888888889,4.444444444444445
4,5,4,1,5,1,2,4,5,2,1,5,1,2,1,5,2,1,5,2,5,5,5,5,1,5,5,3.4444444444444446,3.3333333333333335,4.888888888888889
1,2,1,2,1,2,1,2,2,1,2,2,1,1,5,2,2,1,2,1,1,5,5,5,2,5,2,1.5555555555555556,1.8888888888888888,3.7777777777777777
5,1,2,1,4,2,2,5,5,1,4,5,1,1,1,5,3,1,5,5,5,5,5,5,5,5,1,3.0,2.6666666666666665,3.6666666666666665
5,5,2,5,5,5,5,5,5,5,5,5,1,5,5,2,2,1,5,5,5,2,5,5,5,5,5,4.666666666666667,2.7777777777777777,3.7777777777777777
5,1,1,1,1,1,2,1,2,2,5,5,1,1,1,5,2,1,5,2,5,5,5,5,2,5,1,1.6666666666666667,2.7777777777777777,4.333333333333333
