EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score
2,1,5,1,5,5,5,2,5,5,1,1,5,1,5,1,5,5,1,5,1,5,4,5,5,1,1,5,2,5,2,5,5,5,4,1,1,5,1,5,5,5,5,5,2.0,1.125,5.0,3.6666666666666665,4.3
1,2,5,1,5,4,5,2,5,5,1,1,5,1,5,2,4,5,1,5,2,5,1,5,5,2,1,5,2,5,1,5,5,5,4,2,1,5,1,5,4,5,2,5,2.375,1.125,4.777777777777778,4.333333333333333,4.4
1,2,5,1,5,2,5,2,5,5,1,1,5,1,5,2,5,4,1,5,2,4,1,5,5,2,1,5,2,5,1,5,5,5,4,1,1,5,1,5,4,5,2,5,2.5,1.125,4.777777777777778,4.444444444444445,4.4
1,1,5,1,5,4,5,2,5,5,1,1,5,1,5,1,5,4,1,5,2,4,5,5,5,2,1,5,5,5,1,5,5,5,4,1,1,5,1,5,4,5,1,5,2.125,1.5,4.888888888888889,4.111111111111111,4.4
1,1,5,1,5,2,5,2,5,5,1,1,5,1,5,2,5,5,1,5,2,5,4,5,5,2,1,5,5,5,2,5,5,5,2,1,1,5,1,5,4,5,1,5,2.375,1.5,5.0,4.111111111111111,4.6
1,1,5,1,5,1,5,1,5,5,1,1,5,1,5,2,4,4,1,5,2,5,5,5,5,1,1,5,1,5,1,5,5,5,1,1,1,5,1,5,4,5,5,5,2.5,1.0,4.888888888888889,3.7777777777777777,4.7
2,1,4,1,5,4,5,1,5,5,1,1,5,2,5,1,5,4,1,5,1,5,4,5,5,1,1,5,5,5,1,5,5,5,2,1,1,5,1,5,5,5,2,5,2.25,1.625,5.0,4.111111111111111,4.5
1,1,5,1,5,5,5,2,5,5,1,1,5,1,5,1,5,4,1,5,2,5,1,5,5,2,1,5,2,5,2,5,5,5,4,1,1,5,1,5,4,5,1,5,1.875,1.125,5.0,4.555555555555555,4.4
1,1,5,1,5,4,5,2,5,5,1,1,5,5,5,2,5,5,1,5,2,5,1,5,5,1,1,5,2,5,2,5,5,5,2,1,1,5,1,5,4,5,1,5,2.0,1.625,5.0,4.444444444444445,4.6
1,1,5,1,5,5,5,1,5,5,1,1,5,1,5,1,5,5,1,5,1,5,1,5,5,1,1,5,1,5,1,5,5,5,4,1,1,5,1,5,4,4,4,5,2.0,1.0,4.888888888888889,4.222222222222222,4.4
1,1,4,1,5,5,5,1,5,5,1,1,5,1,5,1,5,5,1,5,1,4,5,5,5,2,1,5,2,5,1,5,5,5,2,1,1,5,1,5,4,5,2,5,2.125,1.125,4.888888888888889,3.888888888888889,4.6
1,1,5,1,5,4,5,1,5,5,1,1,5,5,5,2,4,4,1,5,2,5,5,5,5,1,1,5,2,5,1,5,5,5,4,1,1,5,1,5,4,5,2,5,2.125,1.625,4.888888888888889,4.111111111111111,4.4
1,1,5,1,5,2,5,2,5,5,1,1,5,5,5,2,5,5,1,5,2,5,1,5,5,2,1,5,2,5,1,5,5,5,4,1,1,5,1,5,4,4,2,5,2.5,1.625,4.888888888888889,4.333333333333333,4.4
1,1,5,1,5,2,5,2,5,5,1,1,5,1,5,1,5,4,1,5,2,5,1,5,5,2,1,5,2,5,1,5,5,5,4,1,1,5,1,5,4,5,2,5,2.375,1.125,5.0,4.444444444444445,4.4
2,2,5,1,5,4,5,2,5,5,1,1,5,2,5,1,5,5,1,5,2,5,5,5,5,1,1,5,2,5,2,5,5,5,4,1,1,5,1,5,4,4,2,5,2.0,1.25,4.777777777777778,3.888888888888889,4.4
1,2,5,1,5,5,5,4,5,5,1,1,5,1,5,2,5,4,1,5,2,4,5,5,5,1,1,5,2,5,1,5,5,5,4,1,1,5,1,5,4,5,2,5,2.0,1.125,4.777777777777778,3.7777777777777777,4.4
1,1,5,1,5,5,5,1,5,5,1,1,5,2,5,2,4,4,1,5,2,4,1,5,5,1,1,5,2,5,2,5,5,5,4,2,1,5,1,5,4,5,1,5,2.0,1.25,4.777777777777778,4.666666666666667,4.4
1,1,5,1,5,2,5,1,5,5,1,1,5,2,5,1,5,4,1,5,5,5,1,5,5,1,1,5,1,5,1,5,5,5,2,1,1,5,1,5,4,4,4,5,1.875,1.125,4.888888888888889,4.333333333333333,4.6
1,1,5,1,5,5,5,2,5,5,1,1,5,5,5,2,5,4,1,5,1,5,5,5,5,1,1,5,5,5,1,5,5,5,4,1,1,5,1,5,4,5,2,5,2.125,2.0,5.0,4.0,4.4
1,1,5,1,5,4,5,2,5,5,1,1,5,1,5,2,5,4,1,5,2,4,1,5,5,1,1,5,2,5,1,5,5,5,4,1,4,5,1,5,4,5,2,5,2.125,1.125,4.555555555555555,4.444444444444445,4.4
