EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_Score_Comparison,AGR_Score_Comparison,CSN_Score_Comparison,EST_Score_Comparison,OPN_Score_Comparison
2,2,5,2,5,4,2,2,2,5,2,2,5,5,5,2,2,5,5,5,2,2,5,2,5,2,5,5,2,5,2,2,5,2,4,1,5,5,2,5,4,2,4,5,2.375,3.5,2.2222222222222223,3.6666666666666665,4.4,low,low,high,high,high
2,2,5,2,5,4,2,2,2,5,2,2,5,5,5,2,2,2,5,5,5,2,1,2,5,2,5,5,5,5,5,2,5,2,4,2,5,5,2,5,4,2,5,5,1.75,3.875,2.2222222222222223,4.333333333333333,4.4,low,low,high,high,high
2,2,5,2,5,4,2,2,2,5,2,2,5,5,5,2,2,2,2,5,2,2,5,2,5,2,5,5,2,5,4,2,5,2,4,2,5,5,2,5,4,2,5,5,2.25,3.125,2.2222222222222223,3.888888888888889,4.4,low,low,high,high,high
2,2,5,2,5,4,2,2,2,5,2,5,5,5,5,2,1,4,5,5,2,2,4,2,5,2,5,5,5,5,2,2,5,2,4,1,5,5,2,5,4,2,5,5,2.375,3.875,1.7777777777777777,3.7777777777777777,4.4,low,low,high,high,high
2,3,5,2,5,5,2,2,2,5,2,2,5,2,5,2,2,2,5,5,4,2,5,2,5,2,5,5,5,5,2,2,5,2,4,1,5,5,2,5,4,2,5,5,2.0,3.5,2.111111111111111,3.888888888888889,4.4,low,low,high,high,high
2,5,5,2,5,4,2,2,2,5,2,5,5,5,5,2,2,1,5,5,5,2,1,2,5,2,5,5,5,5,5,2,5,2,4,1,5,5,2,5,5,2,5,5,1.625,3.875,1.5555555555555556,4.444444444444445,4.3,low,low,high,high,high
2,5,5,2,5,5,2,2,2,5,2,2,5,5,5,2,2,1,2,5,2,2,1,2,5,2,5,5,5,5,5,2,5,2,4,1,4,5,2,5,4,2,5,5,1.875,3.5,2.0,4.444444444444445,4.4,low,low,high,high,high
2,2,5,2,5,4,2,2,2,5,2,5,5,5,5,1,2,5,2,5,4,2,1,2,5,2,5,5,2,5,5,2,5,2,5,1,5,5,2,5,4,2,5,5,1.625,3.125,1.8888888888888888,4.0,4.3,low,low,high,high,high
2,5,5,2,5,5,2,2,2,5,1,5,5,5,5,2,1,1,2,5,5,2,1,2,5,2,5,5,5,5,5,2,5,2,5,1,2,5,5,5,4,2,4,5,1.375,3.875,1.7777777777777777,4.555555555555555,4.3,low,low,high,high,high
2,2,5,2,5,4,2,2,2,5,2,5,5,2,5,2,2,5,5,5,4,2,4,2,5,2,5,5,5,5,4,2,5,2,5,1,5,5,2,5,5,2,5,5,1.875,3.5,1.8888888888888888,3.6666666666666665,4.2,low,low,high,high,high
1,3,5,2,5,4,2,2,2,5,2,2,5,2,5,2,2,1,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,2,1,1,5,5,2,5,4,2,5,5,1.875,3.125,2.111111111111111,4.0,4.7,low,low,high,high,high
2,5,5,2,5,5,2,2,2,5,2,2,5,5,5,2,2,1,2,5,4,2,4,2,5,2,5,5,2,5,5,2,5,2,4,1,5,5,2,5,4,2,5,5,1.625,3.125,1.8888888888888888,4.111111111111111,4.4,low,low,high,high,high
1,5,5,2,5,5,2,2,2,5,2,5,5,2,5,2,2,2,2,5,4,2,5,2,5,2,5,5,5,5,2,2,5,2,5,1,4,5,5,5,4,2,5,5,1.875,3.5,1.6666666666666667,3.888888888888889,4.3,low,low,high,high,high
2,2,5,2,5,4,2,2,2,5,2,2,5,5,5,1,2,1,2,5,5,2,5,2,5,2,5,5,2,5,5,2,5,2,4,1,5,5,2,5,4,2,5,5,1.5,3.125,2.2222222222222223,4.0,4.4,low,low,high,high,high
2,2,5,2,5,4,2,2,2,5,2,2,5,2,5,2,2,4,2,5,4,2,5,2,5,1,5,5,5,5,5,2,5,2,4,2,5,5,2,5,5,2,5,5,1.75,3.125,2.2222222222222223,3.6666666666666665,4.3,low,low,high,high,high
2,5,5,2,5,4,2,2,2,5,1,5,5,5,5,2,2,4,2,5,5,2,4,2,5,2,5,5,5,5,4,2,5,2,4,1,5,5,2,5,4,2,5,5,1.625,3.5,1.5555555555555556,3.7777777777777777,4.4,low,low,high,high,high
2,2,5,2,5,4,2,2,2,5,2,2,5,5,5,2,1,4,2,5,2,2,1,2,5,2,5,5,5,5,5,2,5,2,5,1,5,5,2,5,4,2,5,5,2.0,3.5,2.111111111111111,4.111111111111111,4.3,low,low,high,high,high
2,2,5,2,5,5,2,2,2,5,2,2,5,5,5,1,2,5,2,5,4,2,5,2,5,1,5,5,5,5,5,2,5,2,4,1,4,5,2,5,4,2,5,5,1.375,3.5,2.333333333333333,3.555555555555556,4.4,low,low,low,high,high
2,5,5,2,5,4,2,2,2,5,2,5,5,5,5,2,2,4,2,5,2,2,5,2,5,2,5,5,5,5,5,2,5,2,5,1,5,5,2,5,5,2,5,5,2.0,3.5,1.5555555555555556,3.6666666666666665,4.2,low,low,high,high,high
1,2,5,2,5,5,2,2,2,5,2,2,5,5,5,2,2,4,5,5,2,2,5,2,5,2,5,5,5,5,5,2,5,2,4,1,5,5,2,5,5,2,5,5,1.75,3.875,2.2222222222222223,3.6666666666666665,4.3,low,low,high,high,high
