Label,Num,Adjectives
I,1,soleful
I,2,sensitive
I,3,reserved
I,4,delicate
I,5,reclusive
I,6,imaginative
I,7,quietly
I,8,overwhelmed
I,9,perceptive
I,10,enigmatic
I,11,soleful
I,12,sensitive
I,13,reserved
I,14,delicate
I,15,reclusive
I,16,imaginative
I,17,quietly
I,18,overwhelmed
I,19,perceptive
I,20,enigmatic
J,1,methodical
J,2,fastidious
J,3,systematic
J,4,analytical
J,5,discerning
J,6,precise
J,7,structured
J,8,rigorous
J,9,comprehensive
J,10,efficient
J,11,methodical
J,12,fastidious
J,13,systematic
J,14,analytical
J,15,discerning
J,16,precise
J,17,structured
J,18,rigorous
J,19,comprehensive
J,20,efficient
N,1,enigmatic
N,2,visionary
N,3,whimsical
N,4,perceptive
N,5,dreamy
N,6,introspective
N,7,adventurous
N,8,mystical
N,9,flexible
N,10,esoteric
N,11,enigmatic
N,12,visionary
N,13,whimsical
N,14,perceptive
N,15,dreamy
N,16,introspective
N,17,adventurous
N,18,mystical
N,19,flexible
N,20,esoteric
E,1,vibrant
E,2,social
E,3,enthusiastic
E,4,outgoing
E,5,energetic
E,6,chatty
E,7,adventurous
E,8,confident
E,9,lively
E,10,charismatic
E,11,vibrant
E,12,social
E,13,enthusiastic
E,14,outgoing
E,15,energetic
E,16,chatty
E,17,adventurous
E,18,confident
E,19,lively
E,20,charismatic
S,1,attentive
S,2,perceptive
S,3,pragmatic
S,4,down-to-earth
S,5,discerning
S,6,methodical
S,7,reflective
S,8,sensible
S,9,analytical
S,10,proactive
S,11,attentive
S,12,perceptive
S,13,pragmatic
S,14,down-to-earth
S,15,discerning
S,16,methodical
S,17,reflective
S,18,sensible
S,19,analytical
S,20,proactive
P,1,adaptable
P,2,resourceful
P,3,agile
P,4,innovative
P,5,perceptive
P,6,flexible
P,7,spontaneous
P,8,curious
P,9,nonconformist
P,10,open-minded
P,11,adaptable
P,12,resourceful
P,13,agile
P,14,innovative
P,15,perceptive
P,16,flexible
P,17,spontaneous
P,18,curious
P,19,nonconformist
P,20,open-minded
T,1,analytical
T,2,dispassionate
T,3,rational
T,4,efficient
T,5,detached
T,6,logical
T,7,unemotional
T,8,cerebral
T,9,pragmatic
T,10,impartial
T,11,analytical
T,12,dispassionate
T,13,rational
T,14,efficient
T,15,detached
T,16,logical
T,17,unemotional
T,18,cerebral
T,19,pragmatic
T,20,impartial
F,1,empathetic
F,2,compassionate
F,3,sensitive
F,4,expressive
F,5,attuned
F,6,cooperative
F,7,harmonious
F,8,nurturing
F,9,introspective
F,10,authentic
F,11,empathetic
F,12,compassionate
F,13,sensitive
F,14,expressive
F,15,attuned
F,16,cooperative
F,17,harmonious
F,18,nurturing
F,19,introspective
F,20,authentic
I,-1,sensitive
I,-1,sensible
I,-1,reserved
I,-1,fragile
I,-1,delicate
I,-1,frail
I,-1,withdrawn
I,-1,cloistered
I,-1,reclusive
I,-1,recluse
I,-1,imaginative
I,-1,inventive
I,-1,perceptive
I,-1,puzzling
I,-1,oracular
I,-1,enigmatical
I,-1,enigmatic
J,-1,methodical
J,-1,fastidious
J,-1,exacting
J,-1,taxonomic
J,-1,taxonomical
J,-1,systematic
J,-1,analytical
J,-1,analytic
J,-1,discerning
J,-1,discreet
J,-1,apprehensive
J,-1,accurate
J,-1,exact
J,-1,precise
J,-1,integrated
J,-1,structured
J,-1,tight
J,-1,rigorous
J,-1,strict
J,-1,stringent
J,-1,comprehensive
J,-1,efficient
J,-1,effective
N,-1,puzzling
N,-1,oracular
N,-1,enigmatical
N,-1,enigmatic
N,-1,laputan
N,-1,airy
N,-1,impractical
N,-1,windy
N,-1,visionary
N,-1,impulsive
N,-1,whimsical
N,-1,capricious
N,-1,perceptive
N,-1,moony
N,-1,lackadaisical
N,-1,woolgathering
N,-1,dreamy
N,-1,introverted
N,-1,introspective
N,-1,self-examining
N,-1,adventurous
N,-1,adventuresome
N,-1,mystic
N,-1,mysterious
N,-1,mystical
N,-1,flexile
N,-1,flexible
N,-1,elastic
N,-1,esoteric
E,-1,vivacious
E,-1,vibrant
E,-1,societal
E,-1,social
E,-1,enthusiastic
E,-1,extroverted
E,-1,forthcoming
E,-1,outgoing
E,-1,gumptious
E,-1,industrious
E,-1,up-and-coming
E,-1,energetic
E,-1,gabby
E,-1,chatty
E,-1,loquacious
E,-1,talkative
E,-1,garrulous
E,-1,adventurous
E,-1,adventuresome
E,-1,convinced
E,-1,confident
E,-1,positive
E,-1,lively
E,-1,brisk
E,-1,alert
E,-1,racy
E,-1,magnetic
E,-1,charismatic
S,-1,thoughtful
S,-1,paying_attention
S,-1,heedful
S,-1,attentive
S,-1,perceptive
S,-1,pragmatic
S,-1,pragmatical
S,-1,matter-of-fact
S,-1,earthy
S,-1,down-to-earth
S,-1,discerning
S,-1,discreet
S,-1,apprehensive
S,-1,methodical
S,-1,brooding
S,-1,broody
S,-1,meditative
S,-1,contemplative
S,-1,musing
S,-1,sensitive
S,-1,reasonable
S,-1,sensible
S,-1,analytical
S,-1,analytic
S,-1,proactive
P,-1,adaptable
P,-1,resourceful
P,-1,nimble
P,-1,quick
P,-1,spry
P,-1,agile
P,-1,advanced
P,-1,innovative
P,-1,forward-looking
P,-1,modern
P,-1,perceptive
P,-1,flexile
P,-1,flexible
P,-1,elastic
P,-1,spontaneous
P,-1,ad-lib
P,-1,unwritten
P,-1,self-generated
P,-1,funny
P,-1,queer
P,-1,curious
P,-1,odd
P,-1,peculiar
P,-1,unconformist
P,-1,nonconformist
P,-1,nonconforming
P,-1,open-minded
T,-1,analytical
T,-1,analytic
T,-1,cold-eyed
T,-1,dispassionate
T,-1,noetic
T,-1,intellectual
T,-1,rational
T,-1,efficient
T,-1,effective
T,-1,detached
T,-1,uninvolved
T,-1,degage
T,-1,isolated
T,-1,logical
T,-1,coherent
T,-1,legitimate
T,-1,consistent
T,-1,reticent
T,-1,unemotional
T,-1,restrained
T,-1,cerebral
T,-1,pragmatic
T,-1,pragmatical
T,-1,matter-of-fact
T,-1,impartial
T,-1,unprejudiced
F,-1,empathetic
F,-1,empathic
F,-1,compassionate
F,-1,sensitive
F,-1,sensible
F,-1,expressive
F,-1,conjunctive
F,-1,cooperative
F,-1,concerted
F,-1,conjunct
F,-1,harmonious
F,-1,symmetrical
F,-1,proportionate
F,-1,introverted
F,-1,introspective
F,-1,self-examining
F,-1,authentic
F,-1,bona_fide
F,-1,reliable
F,-1,unquestionable
I-Low,-2,insensible
I-Low,-2,insensitive
I-Low,-2,unreserved
I-Low,-2,rugged
I-Low,-2,unperceptive
J-Low,-2,unfastidious
J-Low,-2,unsystematic
J-Low,-2,synthetic
J-Low,-2,undiscerning
J-Low,-2,imprecise
J-Low,-2,unstructured
J-Low,-2,noncomprehensive
J-Low,-2,inefficient
N-Low,-2,unperceptive
N-Low,-2,extrospective
N-Low,-2,unadventurous
N-Low,-2,uncompromising
N-Low,-2,inflexible
N-Low,-2,exoteric
E-Low,-2,unsocial
E-Low,-2,unenthusiastic
E-Low,-2,incoming
E-Low,-2,lethargic
E-Low,-2,unadventurous
E-Low,-2,diffident
E-Low,-2,dull
S-Low,-2,heedless
S-Low,-2,inattentive
S-Low,-2,unperceptive
S-Low,-2,undiscerning
S-Low,-2,nonreflective
S-Low,-2,unreasonable
S-Low,-2,insensible
S-Low,-2,synthetic
S-Low,-2,retroactive
P-Low,-2,unadaptable
P-Low,-2,unperceptive
P-Low,-2,uncompromising
P-Low,-2,inflexible
P-Low,-2,induced
P-Low,-2,incurious
P-Low,-2,conformist
T-Low,-2,synthetic
T-Low,-2,irrational
T-Low,-2,inefficient
T-Low,-2,attached
T-Low,-2,incoherent
T-Low,-2,illogical
T-Low,-2,emotional
T-Low,-2,prejudiced
T-Low,-2,partial
F-Low,-2,uncompassionate
F-Low,-2,insensible
F-Low,-2,insensitive
F-Low,-2,uncooperative
F-Low,-2,inharmonious
F-Low,-2,extrospective
I-Low,-2,unreasonable
I-Low,-2,robust
J-Low,-2,indiscreet
J-Low,-2,inaccurate
J-Low,-2,inexact
J-Low,-2,segregated
J-Low,-2,nonintegrated
J-Low,-2,leaky
J-Low,-2,loose
J-Low,-2,indulgent
J-Low,-2,ineffective
N-Low,-2,practical
N-Low,-2,moonless
N-Low,-2,inelastic
E-Low,-2,introspective
E-Low,-2,unconvinced
E-Low,-2,neutral
E-Low,-2,negative
E-Low,-2,unalert
E-Low,-2,nonmagnetic
E-Low,-2,antimagnetic
E-Low,-2,geographic
S-Low,-2,thoughtless
S-Low,-2,indiscreet
S-Low,-2,insensitive
P-Low,-2,nonmodern
P-Low,-2,inelastic
P-Low,-2,written
P-Low,-2,even
T-Low,-2,nonintellectual
T-Low,-2,ineffective
T-Low,-2,involved
T-Low,-2,illegitimate
T-Low,-2,unreproducible
T-Low,-2,inconsistent
T-Low,-2,unrestrained
F-Low,-2,unreasonable
F-Low,-2,disjunctive
F-Low,-2,disjunct
F-Low,-2,asymmetrical
F-Low,-2,disproportionate
F-Low,-2,undependable
F-Low,-2,unreliable
F-Low,-2,questionable
