Label,Num,Adjectives
P-High,1,reckless
P-High,2,daring
P-High,3,callous
P-High,4,unpredictable
P-High,5,free-spirited
P-High,6,adventurous
P-High,7,cynical
P-High,8,unapologetic
P-High,9,maverick
P-High,10,unbridled
P-High,11,reckless
P-High,12,daring
P-High,13,callous
P-High,14,unpredictable
P-High,15,free-spirited
P-High,16,adventurous
P-High,17,cynical
P-High,18,unapologetic
P-High,19,maverick
P-High,20,unbridled
M-High,1,machiavellian
M-High,2,cunning
M-High,3,scheming
M-High,4,ambitious
M-High,5,maneuvering
M-High,6,duplicitous
M-High,7,tactically-minded
M-High,8,exploitative
M-High,9,cautious
M-High,10,instrumental
M-High,11,machiavellian
M-High,12,cunning
M-High,13,scheming
M-High,14,ambitious
M-High,15,maneuvering
M-High,16,duplicitous
M-High,17,tactically-minded
M-High,18,exploitative
M-High,19,cautious
M-High,20,instrumental
P-Low,1,compassionate
P-Low,2,reflective
P-Low,3,empathic
P-Low,4,thoughtful
P-Low,5,considerate
P-Low,6,introspective
P-Low,7,prudent
P-Low,8,nurturing
P-Low,9,discerning
P-Low,10,altruistic
P-Low,11,compassionate
P-Low,12,reflective
P-Low,13,empathic
P-Low,14,thoughtful
P-Low,15,considerate
P-Low,16,introspective
P-Low,17,prudent
P-Low,18,nurturing
P-Low,19,discerning
P-Low,20,altruistic
N-Low,1,unassuming
N-Low,2,modest
N-Low,3,unpretentious
N-Low,4,low-key
N-Low,5,self-effacing
N-Low,6,unobtrusive
N-Low,7,humdrum
N-Low,8,unassuming
N-Low,9,demure
N-Low,10,unostentatious
N-Low,11,unassuming
N-Low,12,modest
N-Low,13,unpretentious
N-Low,14,low-key
N-Low,15,self-effacing
N-Low,16,unobtrusive
N-Low,17,humdrum
N-Low,18,unassuming
N-Low,19,demure
N-Low,20,unostentatious
M-Low,1,unwavering
M-Low,2,genuine
M-Low,3,principled
M-Low,4,direct
M-Low,5,integrity-filled
M-Low,6,transparent
M-Low,7,authentic
M-Low,8,uncompromising
M-Low,9,sincere
M-Low,10,trustworthy
M-Low,11,unwavering
M-Low,12,genuine
M-Low,13,principled
M-Low,14,direct
M-Low,15,integrity-filled
M-Low,16,transparent
M-Low,17,authentic
M-Low,18,uncompromising
M-Low,19,sincere
M-Low,20,trustworthy
N-High,1,arrogant
N-High,2,egotistical
N-High,3,conceited
N-High,4,pompous
N-High,5,superior
N-High,6,haughty
N-High,7,boastful
N-High,8,self-aggrandizing
N-High,9,grandiose
N-High,10,ostentatious
N-High,11,arrogant
N-High,12,egotistical
N-High,13,conceited
N-High,14,pompous
N-High,15,superior
N-High,16,haughty
N-High,17,boastful
N-High,18,self-aggrandizing
N-High,19,grandiose
N-High,20,ostentatious
