EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score
1,1,2,5,2,5,4,4,2,2,1,2,2,5,2,1,4,5,4,3,4,2,5,2,4,2,1,2,5,2,5,4,2,2,4,2,1,2,5,2,5,4,5,3,1.375,4.5,4.111111111111111,1.6666666666666667,2.3
1,1,2,5,2,5,4,4,2,2,1,1,2,5,2,2,5,5,5,2,4,5,5,2,4,2,1,2,5,2,4,4,2,2,5,2,1,2,5,2,5,4,5,3,1.625,4.625,4.666666666666667,1.6666666666666667,2.1
1,2,2,5,2,5,4,4,2,2,2,1,2,5,2,2,4,5,5,2,4,4,2,2,4,2,1,2,5,2,5,4,2,2,4,1,4,2,5,3,5,4,2,4,1.5,4.625,4.0,2.3333333333333335,2.4
1,1,2,5,2,5,4,4,2,4,1,5,2,4,2,2,5,5,5,2,4,4,5,2,4,2,1,2,5,2,5,5,2,2,4,1,2,2,5,2,4,4,3,2,1.375,4.5,4.111111111111111,1.8888888888888888,2.4
1,1,2,5,2,5,4,4,2,2,1,1,2,5,4,2,4,5,5,3,5,5,2,2,4,2,1,2,5,2,4,4,2,2,4,1,1,2,5,2,4,4,3,5,1.375,4.625,4.555555555555555,2.2222222222222223,2.8
2,1,2,5,2,5,4,4,2,2,1,5,2,5,2,1,4,5,5,2,5,5,2,2,4,2,1,2,5,2,5,4,2,2,4,2,4,2,5,2,4,4,2,3,1.375,4.625,3.7777777777777777,2.3333333333333335,2.3
1,1,2,5,2,5,4,4,2,4,2,5,2,5,2,1,4,4,5,4,4,2,2,2,2,2,1,2,5,2,4,4,2,2,4,1,1,2,5,2,4,4,3,2,1.5,4.625,3.7777777777777777,2.3333333333333335,2.4
1,1,2,5,2,5,4,4,2,4,1,1,2,5,2,2,4,4,5,4,5,4,4,2,2,2,1,2,5,2,4,5,2,2,4,1,2,2,5,2,4,4,3,2,1.375,4.625,4.444444444444445,2.111111111111111,2.4
1,2,2,5,2,5,4,4,2,2,1,1,2,5,2,1,4,5,5,3,5,4,2,2,4,2,1,2,5,2,5,4,2,2,4,1,4,2,5,2,5,4,3,4,1.125,4.625,4.0,2.2222222222222223,2.4
2,1,2,5,2,5,4,4,2,2,1,1,2,5,2,1,4,5,5,2,5,4,2,2,4,2,1,2,4,2,5,4,2,2,4,2,4,2,5,3,4,4,2,2,1.375,4.5,4.111111111111111,2.3333333333333335,2.3
1,1,2,5,2,5,4,4,2,4,1,1,2,4,2,1,4,5,5,3,4,4,2,2,4,2,2,2,4,2,5,5,2,2,4,1,4,2,5,2,4,4,2,2,1.25,4.375,4.111111111111111,2.3333333333333335,2.5
1,2,2,5,2,5,4,4,2,2,2,1,2,5,2,2,4,5,5,4,4,4,2,2,4,2,1,2,4,2,4,4,2,2,5,2,2,2,5,2,4,4,3,4,1.75,4.5,4.222222222222222,2.2222222222222223,2.5
1,1,2,5,2,5,4,4,2,2,1,2,2,5,2,1,4,5,5,4,5,4,2,2,2,2,2,2,5,2,5,5,2,2,4,1,2,2,5,2,4,4,2,2,1.125,4.625,4.222222222222222,2.3333333333333335,2.2
2,2,2,5,2,5,4,4,2,2,1,1,2,5,2,1,4,4,5,4,5,5,2,2,4,2,1,2,5,4,5,5,2,2,5,2,2,2,5,3,4,4,2,3,1.375,4.625,4.444444444444445,2.4444444444444446,2.7
2,2,2,5,2,5,4,4,2,4,2,2,2,5,2,2,5,5,5,4,5,4,2,2,4,2,1,2,5,2,5,4,2,2,5,2,4,2,5,2,4,4,3,5,1.625,4.625,4.0,2.2222222222222223,2.8
1,2,2,5,2,5,4,4,2,2,1,2,2,5,2,1,4,5,5,3,4,4,4,2,4,2,2,2,4,2,5,4,2,2,4,1,1,2,5,2,4,4,2,2,1.25,4.5,4.111111111111111,2.111111111111111,2.3
1,1,2,5,2,5,4,4,2,2,2,1,2,5,2,1,4,5,4,4,4,4,2,2,4,2,1,2,5,2,4,4,2,2,5,1,4,2,5,2,4,4,3,2,1.5,4.5,4.111111111111111,2.2222222222222223,2.3
1,2,2,5,4,5,4,4,2,2,2,1,2,5,2,1,4,4,5,4,5,4,2,2,2,2,1,2,5,2,4,5,2,2,4,2,4,2,5,2,4,4,2,3,1.5,4.625,4.111111111111111,2.4444444444444446,2.5
1,1,2,5,2,5,4,4,2,4,1,1,2,5,2,2,5,5,5,3,4,5,2,2,4,2,1,2,4,2,5,5,2,2,4,2,1,2,5,2,4,4,2,2,1.5,4.5,4.777777777777778,2.3333333333333335,2.5
2,1,2,5,2,5,4,4,2,2,1,1,2,4,2,1,5,4,5,3,5,4,2,2,4,2,1,2,5,2,5,4,2,2,4,1,1,2,5,2,4,4,2,2,1.25,4.5,4.555555555555555,2.4444444444444446,2.3
