EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_Score_Comparison,AGR_Score_Comparison,CSN_Score_Comparison,EST_Score_Comparison,OPN_Score_Comparison
2,2,2,5,2,5,4,5,5,2,2,1,2,4,2,4,4,5,2,2,5,5,2,5,4,2,2,2,4,2,5,5,2,4,5,1,2,2,2,2,4,4,2,2,1.75,2.625,4.333333333333333,2.2222222222222223,2.1,low,high,low,low,low
1,1,2,5,2,5,4,4,5,2,1,1,2,4,2,4,4,5,2,2,5,4,2,5,2,2,1,2,4,2,4,5,2,5,4,1,1,2,2,2,5,4,2,2,1.625,2.5,4.555555555555555,2.333333333333333,1.9,low,high,low,low,low
2,2,2,4,2,5,5,4,5,2,1,1,2,2,2,5,4,4,2,4,4,4,4,5,2,2,1,2,4,2,5,5,2,5,4,1,1,2,2,2,4,4,2,2,1.875,2.125,4.555555555555555,2.2222222222222223,2.2,low,high,low,low,low
2,1,2,1,2,5,4,4,5,2,1,1,2,5,2,4,4,4,4,2,5,4,5,5,4,2,2,2,4,2,4,4,2,4,4,2,2,2,2,2,4,4,2,2,1.875,2.5,4.222222222222222,2.111111111111111,2.2,low,high,low,low,low
2,1,2,1,2,5,4,4,5,2,2,1,2,4,2,4,4,5,2,2,5,4,2,5,2,2,2,2,4,2,4,5,2,5,5,2,1,2,2,2,4,4,3,2,2.0,2.0,4.444444444444445,2.2222222222222223,1.9,low,high,low,low,low
2,2,2,1,2,5,4,4,5,2,2,1,2,5,2,4,4,4,2,2,5,4,2,5,2,2,2,2,4,2,5,4,2,5,4,1,1,2,2,2,4,4,2,2,1.75,2.125,4.222222222222222,2.4444444444444446,2.0,low,high,low,low,low
1,2,2,5,2,5,4,4,5,2,2,1,2,4,2,4,5,5,4,2,5,4,2,5,2,2,1,2,4,2,5,5,2,5,5,2,1,2,2,2,5,4,5,3,1.75,2.75,4.555555555555555,2.0,1.9,low,high,low,low,low
2,1,2,1,2,5,4,4,5,2,2,1,2,4,2,4,4,4,4,4,5,4,4,5,4,2,1,2,4,2,4,4,2,4,4,1,1,2,2,2,5,4,3,4,1.875,2.375,4.444444444444445,2.111111111111111,2.5,low,high,low,low,low
2,1,2,2,2,5,5,5,5,2,1,1,2,2,2,5,4,5,2,2,5,4,2,5,2,2,2,2,4,2,4,4,2,4,5,2,2,2,2,2,4,4,2,2,2.0,2.0,4.333333333333333,2.2222222222222223,1.9,low,high,low,low,low
2,1,2,1,2,5,5,4,5,2,1,1,2,4,2,4,5,4,2,2,5,4,2,5,2,2,2,2,2,2,4,5,2,5,4,1,2,2,2,2,4,4,2,4,1.75,1.75,4.555555555555555,2.4444444444444446,2.2,low,high,low,low,low
2,1,2,4,2,5,5,4,5,2,1,1,2,4,2,4,4,5,4,2,5,5,4,5,4,2,1,2,4,2,5,4,2,5,4,2,1,2,2,2,4,4,2,2,1.75,2.625,4.666666666666667,2.111111111111111,2.2,low,high,low,low,low
