EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score
1,1,4,5,5,5,4,4,2,5,2,1,5,5,5,1,4,4,5,5,5,5,4,2,5,2,1,4,4,5,5,5,4,2,4,2,2,4,5,5,5,4,4,4,1.375,4.5,4.555555555555555,3.2222222222222223,4.2
1,2,5,2,5,5,4,4,2,5,1,1,4,5,5,1,4,4,5,5,4,4,4,2,5,2,1,4,5,5,4,4,4,2,4,2,1,4,5,5,4,4,3,5,1.5,4.25,4.333333333333333,3.3333333333333335,4.4
1,2,5,5,5,5,4,4,2,5,2,1,5,5,5,2,4,4,4,5,4,4,5,2,4,2,1,4,4,5,5,5,4,2,4,2,1,4,5,5,4,4,4,5,1.625,4.375,4.444444444444445,3.2222222222222223,4.3
2,2,5,5,5,5,4,4,2,5,2,2,4,5,5,2,4,4,5,5,4,4,4,2,5,2,1,5,4,5,5,4,4,2,4,2,1,4,5,5,4,4,3,5,1.75,4.5,4.222222222222222,3.4444444444444446,4.4
2,2,4,5,5,5,4,4,2,5,1,1,5,5,5,2,5,4,5,5,4,4,4,2,4,2,1,4,4,5,5,4,5,2,4,1,1,4,5,5,4,4,4,5,1.5,4.5,4.444444444444445,3.3333333333333335,4.3
1,1,4,5,5,5,5,4,2,5,1,1,5,5,5,2,4,4,5,5,5,4,4,2,4,2,1,5,5,5,4,5,5,2,4,1,1,4,5,5,4,4,3,4,1.375,4.625,4.666666666666667,3.5555555555555554,4.2
2,2,4,5,5,5,4,4,2,5,2,2,4,5,5,2,4,4,5,5,4,4,4,2,5,2,1,5,5,5,4,5,4,2,4,2,1,4,5,5,4,4,3,5,1.875,4.625,4.333333333333333,3.3333333333333335,4.4
1,2,4,5,5,5,4,4,2,5,2,1,5,5,5,2,4,4,5,5,4,4,4,2,5,2,1,4,4,5,5,5,5,2,5,1,2,4,5,5,4,4,4,5,1.5,4.5,4.333333333333333,3.3333333333333335,4.3
2,2,4,5,5,5,5,4,2,5,2,1,4,5,5,2,4,4,5,5,5,4,4,2,5,2,1,5,4,5,5,5,5,2,4,2,1,4,5,5,4,4,4,4,1.625,4.5,4.555555555555555,3.3333333333333335,4.3
2,2,4,5,5,5,5,4,2,5,1,1,4,5,5,1,4,4,4,5,5,4,4,2,5,2,1,5,5,5,5,4,4,2,4,2,1,4,5,5,4,4,3,5,1.375,4.5,4.444444444444445,3.3333333333333335,4.4
2,2,4,2,5,5,4,4,2,5,1,2,4,5,5,2,5,4,5,5,5,4,4,2,5,2,2,5,4,5,5,4,4,2,4,2,2,4,5,5,5,4,3,5,1.5,4.125,4.111111111111111,3.3333333333333335,4.3
2,2,4,5,5,5,4,2,2,5,2,1,4,5,5,2,4,4,5,5,4,4,4,2,5,2,2,5,4,5,4,4,4,2,4,1,2,4,5,5,4,4,3,5,1.75,4.5,4.111111111111111,3.5555555555555554,4.4
1,1,4,2,5,5,4,4,2,5,1,1,5,5,5,2,4,4,5,5,5,4,4,2,5,2,1,5,5,5,5,5,5,2,5,1,2,4,5,5,4,4,5,5,1.25,4.25,4.444444444444445,3.3333333333333335,4.3
2,1,4,5,5,5,4,4,2,5,2,1,4,4,5,1,4,4,5,5,5,4,4,2,5,2,1,5,5,5,5,4,5,2,4,2,1,4,5,5,4,4,3,5,1.5,4.5,4.444444444444445,3.4444444444444446,4.4
2,2,4,5,5,5,4,4,2,5,2,2,5,4,5,2,4,4,5,5,5,4,4,2,5,2,1,5,4,5,5,4,4,2,4,2,1,5,2,5,4,4,3,4,1.625,4.0,4.222222222222222,3.5555555555555554,4.3
2,1,4,5,5,5,4,4,2,5,2,1,5,5,5,2,5,4,5,5,5,4,4,2,5,2,1,5,4,5,5,4,5,2,4,1,2,4,5,5,4,4,3,4,1.5,4.5,4.444444444444445,3.5555555555555554,4.3
1,1,4,5,5,5,4,4,2,5,1,1,4,5,5,2,5,4,5,5,5,4,4,2,5,2,1,5,5,5,4,4,4,2,4,2,1,4,5,5,4,4,3,5,1.5,4.625,4.555555555555555,3.3333333333333335,4.4
2,2,5,5,5,5,4,4,2,5,1,1,4,5,5,1,4,4,5,5,4,5,4,2,4,2,2,4,5,5,4,5,4,2,4,2,4,4,5,5,5,4,4,5,1.625,4.625,4.111111111111111,3.2222222222222223,4.2
1,2,4,5,5,5,4,4,2,5,1,1,4,4,5,2,4,4,5,5,4,4,4,2,5,2,1,4,5,5,4,4,5,2,4,2,1,4,5,5,4,4,5,5,1.625,4.5,4.333333333333333,3.111111111111111,4.4
2,2,4,2,5,5,4,4,2,5,2,2,5,5,5,2,5,4,4,5,5,4,5,2,5,2,2,5,5,5,5,4,4,2,4,2,1,4,5,5,4,4,5,4,1.625,4.125,4.222222222222222,3.111111111111111,4.3
