EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_Score_Comparison,AGR_Score_Comparison,CSN_Score_Comparison,EST_Score_Comparison,OPN_Score_Comparison
5,2,4,2,5,1,4,2,2,5,5,2,4,5,4,5,4,4,2,5,1,4,4,2,5,5,1,5,4,5,1,4,5,2,4,5,2,4,2,5,5,4,3,5,5.0,3.375,4.111111111111111,3.6666666666666665,4.2,high,high,high,high,high
5,2,4,2,5,2,4,2,2,5,5,2,4,5,5,5,4,4,2,5,2,4,4,2,5,5,1,4,5,5,1,4,4,2,4,5,2,4,2,4,4,4,3,5,4.75,3.5,4.111111111111111,3.4444444444444446,4.3,high,high,low,high,high
5,2,4,5,5,1,4,2,2,5,5,2,4,4,5,5,4,4,5,5,2,5,5,2,5,5,1,4,5,5,1,4,4,2,4,5,2,4,2,4,4,4,3,5,4.875,4.125,4.222222222222222,3.333333333333333,4.3,high,high,low,high,high
5,2,4,2,5,2,4,4,2,5,5,2,4,5,4,5,4,4,2,5,1,4,5,2,5,5,1,4,5,5,2,4,4,2,5,5,2,4,2,4,4,4,3,5,4.75,3.5,4.111111111111111,3.111111111111111,4.1,high,high,low,high,high
5,2,4,5,5,5,4,3,2,5,5,5,5,5,5,5,4,4,2,5,1,4,5,2,5,5,1,5,4,5,1,4,5,2,4,5,2,4,2,4,5,4,2,5,4.5,3.75,3.7777777777777777,3.6666666666666665,4.2,high,low,high,high,high
5,2,4,2,5,1,4,2,2,5,5,2,4,5,4,5,4,4,5,5,1,5,4,2,5,5,1,5,5,5,1,4,4,2,4,5,2,4,2,3,4,4,2,5,5.0,3.875,4.222222222222222,3.6666666666666665,4.1,high,high,high,high,high
5,2,4,5,5,2,4,2,2,5,5,2,4,5,5,5,4,4,2,5,1,4,4,2,5,5,1,4,5,5,2,4,4,2,4,5,2,4,2,3,5,4,3,5,4.75,3.875,4.111111111111111,3.4444444444444446,4.1,high,high,low,high,high
5,2,4,2,5,1,4,3,2,5,5,2,4,5,5,5,4,4,2,5,1,4,4,2,4,5,1,4,5,5,1,4,4,2,4,5,2,4,5,4,4,4,3,4,5.0,3.875,4.111111111111111,3.333333333333333,4.1,high,high,low,high,high
5,2,4,5,5,1,4,3,2,5,5,2,5,2,4,5,4,4,2,5,1,4,4,2,4,5,1,4,5,5,2,4,4,2,4,5,2,5,2,4,5,4,3,4,4.875,3.5,4.111111111111111,3.555555555555556,3.9,high,high,low,high,high
5,2,4,2,5,5,4,3,2,5,5,2,4,5,5,5,4,4,5,5,2,4,4,2,5,5,1,4,5,5,1,4,4,2,4,5,2,4,2,5,4,4,3,5,4.375,3.875,4.111111111111111,3.333333333333333,4.4,high,high,low,high,high
5,2,4,5,5,1,4,2,2,5,5,2,5,2,5,5,4,4,2,5,1,4,5,2,5,5,1,4,5,5,1,4,4,2,4,5,2,4,2,3,4,4,3,5,5.0,3.5,4.111111111111111,3.4444444444444446,4.2,high,high,low,high,high
5,2,4,2,5,5,4,2,2,5,5,2,4,5,5,5,4,4,5,5,1,3,5,2,4,5,1,5,4,5,1,4,4,2,4,5,2,4,5,4,4,4,5,5,4.5,4.125,4.0,3.2222222222222223,4.2,high,high,low,high,high
5,2,4,2,5,2,4,2,2,5,5,2,4,5,4,5,4,4,2,5,2,4,5,2,5,5,1,4,4,5,2,4,4,2,4,5,2,4,2,4,4,4,3,5,4.625,3.375,4.111111111111111,3.333333333333333,4.2,high,high,low,high,high
5,2,4,5,5,1,4,4,2,5,5,2,4,2,4,5,4,4,5,5,1,3,4,2,5,5,1,5,5,5,2,4,4,2,4,5,2,4,2,5,4,4,5,4,4.875,3.875,4.0,3.111111111111111,4.2,high,high,low,high,high
5,2,4,2,5,1,4,4,2,5,5,2,4,5,4,5,4,4,5,5,1,4,4,2,5,5,1,4,5,5,1,4,5,2,4,5,1,4,2,3,4,4,3,5,5.0,3.875,4.222222222222222,3.333333333333333,4.1,high,high,low,high,high
5,2,4,2,5,1,4,2,2,5,5,2,4,4,5,5,4,4,2,5,1,4,4,2,5,5,1,5,5,5,1,4,4,2,4,5,2,4,2,3,5,4,5,5,5.0,3.375,4.111111111111111,3.333333333333333,4.1,high,high,low,high,high
5,2,4,2,5,5,4,4,2,5,5,2,5,5,4,5,4,4,2,5,1,4,5,2,4,5,1,5,5,5,1,4,4,2,5,5,2,4,2,4,4,4,3,5,4.5,3.5,4.111111111111111,3.333333333333333,4.0,high,high,low,high,high
5,2,4,5,5,1,4,2,2,5,5,5,4,5,5,5,4,4,5,5,1,4,5,2,5,5,1,4,5,5,1,4,5,2,4,5,1,4,5,4,5,4,5,4,5.0,4.625,3.888888888888889,3.2222222222222223,4.1,high,high,low,high,high
5,2,4,2,5,1,4,2,2,5,5,2,4,4,4,5,4,4,2,5,1,5,5,2,5,5,1,4,5,5,1,4,4,2,5,5,2,4,2,4,4,4,3,5,5.0,3.375,4.222222222222222,3.333333333333333,4.1,high,high,low,high,high
5,2,4,5,5,5,4,4,2,5,5,2,4,4,5,5,4,4,5,5,1,4,4,2,5,5,1,4,5,5,1,4,4,2,4,5,2,5,2,4,5,4,3,5,4.5,4.125,4.111111111111111,3.333333333333333,4.2,high,high,low,high,high
