EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score
1,5,2,1,2,5,2,4,5,4,1,1,2,5,4,2,1,4,4,4,5,2,2,5,4,1,5,2,5,2,4,1,2,5,4,2,4,2,5,4,4,2,4,4,1.375,2.875,1.8888888888888888,2.2222222222222223,3.2
1,2,2,2,2,5,2,4,5,4,5,1,2,5,2,1,4,4,1,2,4,4,5,5,4,1,5,2,4,2,4,1,2,5,4,1,1,2,2,1,4,2,4,2,1.75,2.125,3.111111111111111,1.8888888888888888,2.3
1,2,4,1,2,5,2,4,5,4,4,1,5,2,5,1,4,4,1,4,4,2,2,5,2,2,5,4,5,2,5,1,4,5,5,2,2,2,1,2,5,2,4,3,1.75,1.625,2.7777777777777777,3.2222222222222223,2.6
1,4,2,3,2,4,2,4,5,2,1,1,2,2,2,1,1,2,2,1,5,5,2,5,1,1,4,2,4,5,5,2,2,4,2,1,4,2,3,4,4,2,2,2,1.125,2.25,2.5555555555555554,2.6666666666666665,2.5
1,4,2,1,4,5,2,4,5,2,1,1,2,5,2,1,2,4,1,2,5,2,2,5,2,1,5,2,4,4,5,2,2,5,4,1,5,2,5,2,4,2,4,1,1.0,2.375,2.111111111111111,2.2222222222222223,2.3
1,2,4,5,2,4,2,4,5,4,2,1,2,3,4,2,4,5,4,1,5,2,2,5,2,2,5,2,4,4,4,2,4,5,4,1,4,2,4,4,4,2,2,1,1.625,2.875,2.6666666666666665,2.7777777777777777,2.6
1,2,2,1,2,5,2,4,5,2,1,2,2,5,5,1,5,4,4,4,4,5,4,5,2,2,5,2,3,4,4,2,2,4,2,2,2,2,3,4,5,2,2,2,1.5,2.5,3.2222222222222223,2.2222222222222223,3.0
1,2,2,1,2,5,2,4,4,4,1,1,4,4,5,1,4,4,3,1,4,5,5,5,5,4,5,4,4,5,4,2,4,5,4,1,2,2,2,4,5,2,4,2,1.625,2.25,3.2222222222222223,2.5555555555555554,3.1
1,2,2,5,4,4,2,4,5,2,1,2,2,2,3,2,5,4,1,2,4,5,4,5,4,2,5,3,3,4,2,2,2,5,2,2,4,2,1,5,4,2,3,5,2.0,1.875,3.0,2.2222222222222223,3.5
1,2,2,1,4,5,2,4,5,2,2,2,2,4,2,2,5,4,1,4,4,1,5,5,2,2,5,4,5,2,5,2,2,5,5,1,2,2,1,4,4,2,2,2,1.5,1.875,2.7777777777777777,2.3333333333333335,2.5
1,4,2,1,4,5,2,5,3,2,5,1,2,3,4,1,2,4,4,1,4,2,4,5,2,4,5,2,4,5,5,2,2,5,4,1,2,2,2,5,5,2,2,2,2.0,2.375,2.4444444444444446,2.111111111111111,2.8
1,2,2,1,2,4,2,4,4,2,2,4,2,2,4,1,2,4,4,3,4,2,5,5,2,4,5,4,2,4,5,2,2,4,2,1,5,2,1,2,5,2,5,4,1.75,1.875,2.0,2.0,2.8
2,5,2,1,2,5,2,4,5,2,1,5,2,4,2,1,1,4,2,4,5,1,5,5,4,2,5,1,5,2,5,1,2,4,2,2,4,2,2,2,5,2,2,2,1.375,2.25,1.3333333333333333,2.0,2.5
1,4,2,1,4,5,2,4,5,4,2,2,2,2,4,2,1,4,4,4,5,5,4,5,4,5,5,4,3,4,5,1,2,5,4,2,5,2,4,2,4,2,3,2,1.875,2.125,2.111111111111111,2.3333333333333335,3.2
1,4,2,3,2,5,2,4,4,2,5,1,2,5,2,1,2,4,4,2,4,1,4,5,2,2,5,4,3,2,4,2,2,5,2,1,1,2,5,4,5,2,2,2,1.875,3.0,2.4444444444444446,2.4444444444444446,2.3
2,2,2,1,2,5,2,4,5,4,2,1,4,5,5,1,2,5,2,2,5,2,4,5,2,2,5,5,4,4,5,2,4,5,5,1,1,4,1,3,4,2,2,2,1.375,2.0,2.7777777777777777,3.111111111111111,2.7
1,4,5,1,2,5,2,4,5,2,1,1,4,5,1,1,4,4,4,5,5,4,4,5,2,2,5,4,4,4,4,4,4,5,5,1,4,4,5,4,4,2,2,1,1.25,2.75,2.888888888888889,3.4444444444444446,2.4
4,4,2,1,2,4,2,4,5,4,1,4,2,5,4,2,1,4,1,4,5,2,5,5,2,5,5,5,4,4,2,2,2,5,2,1,5,2,1,3,4,2,1,4,2.5,1.875,1.6666666666666667,2.5555555555555554,3.3
1,5,2,1,2,5,2,4,5,2,1,1,2,5,2,1,5,4,2,4,5,2,5,5,4,2,5,5,5,2,5,1,2,5,4,1,5,2,2,2,5,2,4,2,1.125,2.25,2.2222222222222223,2.2222222222222223,2.3
1,2,4,3,2,5,2,4,5,4,1,1,2,5,4,1,5,4,5,2,5,2,4,5,2,2,5,4,5,2,5,2,2,5,2,1,4,2,1,3,4,2,2,4,1.125,2.75,2.7777777777777777,2.6666666666666665,2.9
