EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_Score_Comparison,AGR_Score_Comparison,CSN_Score_Comparison,EST_Score_Comparison,OPN_Score_Comparison
1,1,4,5,4,5,4,4,2,4,1,1,4,5,5,2,4,4,4,5,5,4,5,2,4,2,2,4,5,5,4,4,4,2,4,1,1,4,5,4,4,4,4,4,1.375,4.5,4.333333333333333,3.0,3.9,low,high,low,high,high
4,1,4,5,4,4,5,4,2,4,5,1,4,5,5,1,4,4,5,5,4,5,1,2,4,2,1,4,5,5,4,5,4,2,4,2,1,4,5,5,5,5,3,5,2.5,4.625,4.888888888888889,3.555555555555556,4.0,low,high,low,high,high
2,1,4,2,4,5,5,1,2,5,2,1,4,2,5,2,4,4,4,5,5,4,4,2,4,2,1,4,5,4,5,5,4,2,4,2,1,4,2,4,4,5,3,4,1.625,3.375,4.777777777777778,3.555555555555556,3.9,low,high,low,high,high
4,1,4,2,4,2,5,4,2,5,3,1,4,5,5,4,5,4,4,4,5,5,5,2,4,2,1,4,5,4,4,5,4,2,4,2,1,5,5,5,4,4,3,4,2.75,4.125,4.888888888888889,3.2222222222222223,3.9,low,high,low,high,high
4,1,4,2,5,4,4,2,2,5,2,1,4,5,4,2,4,4,5,5,4,4,4,2,5,2,1,4,5,5,5,4,2,2,2,2,1,4,5,5,4,4,5,5,2.125,4.25,4.444444444444445,3.0,4.5,low,high,low,high,high
4,2,4,2,5,5,4,2,2,5,2,1,4,5,5,2,4,4,5,5,5,4,4,2,5,2,1,4,5,5,5,5,4,2,5,2,1,4,5,5,5,4,3,4,1.875,4.25,4.444444444444445,3.4444444444444446,4.1,low,high,low,high,high
1,1,4,4,4,5,4,4,2,5,1,1,4,4,5,1,5,4,5,5,5,4,1,2,4,1,1,5,5,4,5,5,4,4,4,1,1,4,5,4,5,4,3,4,1.0,4.125,4.666666666666667,3.6666666666666665,3.8,low,high,high,high,high
4,1,4,4,4,2,5,4,2,5,2,1,4,5,5,5,4,4,5,5,3,4,4,2,5,4,1,4,5,5,4,5,4,2,4,2,1,4,5,5,4,4,4,5,3.25,4.5,4.666666666666667,3.111111111111111,4.3,low,high,low,high,high
4,1,4,2,4,2,5,4,2,5,5,1,4,5,5,2,4,4,5,5,4,4,1,2,4,2,1,4,4,5,5,5,4,2,1,2,1,4,5,4,5,4,2,4,2.75,4.125,4.666666666666667,3.6666666666666665,4.2,low,high,high,high,high
2,1,4,5,4,2,4,4,2,5,2,1,5,5,4,4,4,4,5,5,4,4,4,2,4,2,1,5,5,5,4,4,4,2,4,2,1,5,5,5,4,5,2,4,2.5,4.625,4.555555555555555,3.6666666666666665,4.0,low,high,high,high,high
4,1,4,2,5,2,4,2,2,5,2,1,4,5,5,2,4,4,4,5,5,5,5,2,4,2,1,4,5,5,4,5,4,2,2,2,1,4,5,5,5,5,2,5,2.375,4.125,4.777777777777778,3.4444444444444446,4.4,low,high,low,high,high
2,1,4,1,5,2,4,1,2,4,2,1,4,2,4,2,4,4,5,4,3,4,5,2,4,2,1,4,5,4,2,4,4,2,4,2,1,4,5,5,4,4,2,4,2.625,3.75,4.444444444444445,3.555555555555556,3.8,low,high,low,high,high
2,1,4,4,5,4,4,2,2,5,2,1,4,5,5,2,4,4,5,5,5,4,1,2,5,2,1,5,5,5,4,5,4,2,4,2,1,4,5,5,4,4,4,5,1.875,4.5,4.555555555555555,3.7777777777777777,4.4,low,high,high,high,high
2,2,4,1,4,4,4,4,2,4,5,1,4,5,5,2,4,4,4,4,4,4,4,2,4,2,1,4,5,5,4,5,4,2,2,2,1,4,5,4,4,4,2,5,2.375,4.0,4.444444444444445,3.333333333333333,4.1,low,high,low,high,high
4,1,4,2,4,3,4,2,2,5,2,1,4,5,4,4,4,4,5,5,3,4,5,2,4,2,1,5,5,5,4,4,4,2,5,2,4,4,5,4,4,5,2,5,2.75,4.25,4.222222222222222,3.555555555555556,3.9,low,high,low,high,high
2,1,4,1,4,4,5,4,2,5,2,1,4,5,5,2,4,4,4,5,5,5,1,2,4,2,1,4,5,5,4,5,4,5,4,2,1,4,4,5,4,5,4,5,1.875,3.5,4.888888888888889,3.4444444444444446,4.2,low,high,low,high,high
2,1,4,5,5,5,5,5,2,5,2,1,4,5,5,2,4,4,5,5,4,4,4,2,5,2,1,4,5,5,4,5,4,2,2,2,1,4,4,5,4,5,2,5,1.875,4.5,4.777777777777778,3.2222222222222223,4.6,low,high,low,high,high
2,1,4,2,5,4,5,2,2,4,2,1,4,5,5,2,5,4,5,5,4,5,1,2,4,2,1,4,4,5,4,5,4,2,2,2,1,4,5,5,4,4,2,5,2.0,4.125,4.888888888888889,3.888888888888889,4.4,low,high,high,high,high
4,4,4,2,5,5,4,2,2,5,2,1,4,4,5,5,4,4,5,5,4,4,4,2,5,2,1,4,5,5,5,4,4,2,2,2,4,4,4,4,5,4,4,5,2.375,4.0,3.7777777777777777,3.333333333333333,4.4,low,low,low,high,high
2,1,4,5,5,4,5,4,2,5,2,1,5,5,5,2,5,4,4,5,5,5,4,2,5,2,2,4,5,5,4,5,4,2,5,2,4,4,5,5,5,5,5,5,1.875,4.5,4.555555555555555,3.111111111111111,4.2,low,high,low,high,high
