EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score
2,5,5,5,2,5,2,5,2,2,2,2,5,5,2,2,1,4,4,2,5,2,4,2,2,4,5,5,5,2,2,2,5,2,5,2,5,5,2,2,5,2,2,2,2.25,4.125,1.7777777777777777,3.7777777777777777,1.8
4,4,4,2,2,5,2,4,2,4,1,1,4,5,2,2,2,4,5,1,5,4,5,2,4,2,5,5,5,2,5,4,5,2,5,1,5,5,2,2,4,2,4,1,1.625,3.875,2.5555555555555554,3.3333333333333335,2.1
2,5,5,5,2,4,2,5,2,4,1,5,5,5,2,2,1,4,4,2,5,1,1,2,2,2,5,5,5,2,4,2,5,2,5,2,5,5,5,2,4,2,5,2,1.75,4.5,1.3333333333333333,3.7777777777777777,2.1
2,4,5,5,2,5,2,4,2,2,2,1,5,5,2,1,4,4,5,2,4,2,5,4,2,2,5,5,5,2,5,2,5,4,5,1,4,4,5,2,4,2,4,2,1.5,4.125,2.4444444444444446,3.4444444444444446,1.9
1,2,4,2,2,4,2,1,2,2,1,1,5,5,2,1,1,4,5,2,5,2,1,2,2,2,5,5,5,2,4,2,5,1,5,5,5,5,5,2,4,2,1,2,1.875,4.375,2.2222222222222223,4.555555555555555,1.9
1,5,5,1,2,5,2,4,2,2,1,2,5,5,2,2,1,4,5,2,4,2,5,2,2,2,5,5,5,2,5,2,5,2,5,1,5,5,5,2,4,2,1,2,1.375,4.125,1.7777777777777777,3.888888888888889,1.9
1,4,5,1,2,4,2,5,2,2,2,2,5,5,2,1,2,4,4,2,5,2,5,2,2,2,5,5,5,2,4,2,5,2,4,2,2,5,5,2,4,2,2,2,1.625,4.0,2.3333333333333335,3.6666666666666665,2.0
2,5,4,2,2,5,2,5,2,2,1,2,5,5,2,2,2,5,5,2,4,2,5,2,2,2,5,5,4,2,5,2,5,2,5,2,2,5,2,2,4,2,1,2,1.625,3.75,2.2222222222222223,3.5555555555555554,1.9
2,4,5,5,2,5,2,2,2,2,2,4,5,5,2,1,1,4,5,2,5,2,1,2,2,2,5,4,5,2,4,2,4,2,4,2,5,4,5,4,5,2,1,2,1.625,4.625,1.6666666666666667,4.222222222222222,2.1
2,5,5,5,2,5,5,2,2,2,2,5,5,5,2,2,1,4,5,1,5,4,5,2,2,2,5,5,5,1,5,1,5,2,5,2,5,5,5,2,4,2,4,2,1.625,4.625,1.8888888888888888,3.7777777777777777,1.7
1,5,4,5,2,5,1,5,2,2,1,5,5,5,1,1,1,5,5,1,4,1,5,2,2,2,5,5,5,1,5,1,4,2,5,1,4,5,5,2,4,2,1,1,1.25,4.625,1.2222222222222223,3.4444444444444446,1.5
2,4,5,4,2,4,2,4,2,2,2,2,5,5,2,1,2,4,4,2,4,5,5,2,4,2,5,5,5,2,4,2,5,2,5,2,5,4,4,2,4,2,5,2,1.875,4.25,2.3333333333333335,3.3333333333333335,2.1
4,2,4,1,2,5,5,4,2,2,1,1,5,5,1,1,1,4,5,1,4,2,1,2,1,2,5,5,5,1,4,1,5,2,5,1,5,5,5,5,5,4,2,5,1.75,4.125,2.6666666666666665,4.111111111111111,2.0
2,5,4,5,2,5,2,2,2,2,1,5,5,5,2,1,1,4,4,2,5,2,1,5,2,2,5,5,5,2,5,1,4,2,5,2,4,4,5,2,4,2,5,2,1.375,4.125,1.4444444444444444,3.7777777777777777,1.9
1,5,5,2,2,5,2,4,2,4,1,5,5,4,4,1,1,4,4,4,5,1,5,2,4,2,5,5,5,2,4,2,5,2,5,1,2,5,5,2,5,2,1,4,1.25,4.0,1.6666666666666667,3.888888888888889,2.8
1,5,4,1,2,5,2,4,5,4,2,2,5,5,1,1,1,4,5,1,5,4,5,2,2,2,5,5,4,1,5,1,5,2,5,5,5,5,5,2,5,2,4,2,1.75,3.625,1.8888888888888888,3.4444444444444446,1.7
2,5,5,5,4,5,2,5,2,4,1,5,5,5,2,1,2,4,5,4,4,1,1,2,4,2,5,5,5,2,4,2,4,2,5,2,5,5,4,4,5,2,4,4,1.625,4.5,1.4444444444444444,3.7777777777777777,3.0
2,5,5,1,2,5,2,4,2,2,1,2,5,5,2,1,2,5,5,2,5,1,4,2,2,2,5,5,5,1,5,2,5,2,5,1,5,5,2,2,5,2,4,1,1.25,3.75,1.7777777777777777,3.5555555555555554,1.6
2,5,5,5,2,5,2,4,2,2,1,5,5,5,2,1,1,4,4,2,5,2,4,2,2,4,5,5,5,2,5,1,5,2,5,2,5,5,5,2,4,2,4,2,1.625,4.5,1.3333333333333333,3.6666666666666665,1.9
2,5,5,5,2,5,2,4,2,2,1,5,5,5,2,1,1,4,5,2,5,1,5,2,4,2,5,5,5,2,5,2,5,2,4,1,5,5,5,2,4,2,2,4,1.25,4.625,1.3333333333333333,3.7777777777777777,2.4
