EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score
4,2,5,1,5,5,2,4,5,5,1,1,5,5,4,2,2,4,4,4,5,4,4,5,4,2,5,4,2,5,5,2,4,5,2,2,1,5,4,5,4,2,4,4,1.75,2.375,3.0,3.4444444444444446,4.2
4,5,5,1,5,5,4,4,5,5,2,1,5,4,5,2,4,5,4,5,4,4,5,5,4,4,5,5,4,4,4,2,5,5,5,2,4,5,2,5,4,2,4,4,2.375,2.25,2.7777777777777777,3.4444444444444446,4.0
5,2,4,1,4,5,2,4,5,5,2,1,4,4,5,4,4,4,4,4,5,4,1,5,4,2,5,5,4,4,5,2,4,5,4,1,1,4,4,5,4,2,2,5,2.125,2.5,3.2222222222222223,3.7777777777777777,4.0
1,2,4,1,5,5,2,4,4,5,1,2,4,2,5,1,2,4,2,5,5,2,4,5,5,2,2,4,4,4,5,2,4,5,4,1,2,4,1,5,4,2,2,5,1.125,1.75,2.888888888888889,3.3333333333333335,4.3
2,2,5,1,5,5,2,4,4,5,2,2,5,4,5,1,2,4,4,5,5,1,5,5,5,4,4,4,5,4,4,2,5,5,2,1,2,4,1,5,4,2,2,5,1.75,2.375,2.5555555555555554,3.5555555555555554,4.5
1,2,4,1,4,5,2,4,4,5,1,2,5,5,4,1,2,4,2,5,5,2,5,5,4,2,4,4,4,4,4,2,5,4,4,1,4,5,2,4,5,2,4,4,1.25,2.375,2.4444444444444446,3.3333333333333335,3.7
2,4,4,4,4,5,2,4,5,4,2,1,4,2,4,2,2,4,4,4,4,2,1,5,3,2,4,5,4,4,4,2,5,5,4,1,2,4,2,4,4,2,4,4,1.75,2.375,2.5555555555555554,3.6666666666666665,3.5
4,2,4,1,5,4,2,4,5,4,2,1,4,4,5,2,2,4,4,4,4,2,4,5,4,2,4,5,2,4,2,2,4,5,2,1,2,4,1,4,4,4,4,5,2.375,1.875,3.0,3.2222222222222223,4.1
4,5,4,1,4,5,2,4,5,4,1,1,5,4,5,1,4,4,4,4,5,4,4,5,4,4,5,5,4,4,4,5,5,5,4,1,2,5,5,4,5,2,4,4,1.875,2.625,3.111111111111111,3.5555555555555554,3.6
1,2,4,1,5,5,2,4,5,5,1,1,4,2,5,2,2,4,2,4,4,2,4,5,4,2,5,5,4,5,4,2,4,5,4,2,2,4,4,5,4,2,2,5,1.625,2.0,2.6666666666666665,3.4444444444444446,4.2
1,2,5,1,5,5,2,4,5,5,1,2,5,2,5,1,1,4,4,5,5,2,1,5,5,2,2,5,4,5,5,2,4,5,2,2,2,5,2,5,4,2,1,4,1.25,2.0,2.7777777777777777,4.222222222222222,4.5
1,2,4,1,5,5,2,5,5,5,1,1,5,2,5,1,2,4,1,5,4,2,5,5,5,2,2,5,2,5,5,2,5,5,2,1,2,4,1,5,5,2,1,5,1.25,1.25,3.0,3.5555555555555554,4.5
2,2,4,1,4,5,2,4,4,4,1,1,4,3,4,1,4,4,4,4,4,2,5,4,4,4,4,4,4,4,2,4,5,4,4,4,1,5,2,5,4,4,4,5,2.375,2.5,3.5555555555555554,3.2222222222222223,3.8
1,2,4,1,5,5,2,4,5,5,1,1,4,5,4,1,2,4,2,5,5,2,4,5,4,2,5,5,4,5,4,2,4,5,4,2,2,4,2,5,4,2,4,5,1.375,2.125,2.6666666666666665,3.2222222222222223,4.2
1,2,5,1,5,5,2,4,5,5,2,1,5,5,5,1,2,1,4,5,5,2,1,5,5,2,5,5,4,5,5,2,5,5,5,2,1,5,1,5,4,2,1,5,1.375,2.25,2.7777777777777777,4.666666666666667,4.3
1,2,4,1,5,5,2,4,5,5,1,1,5,5,5,2,2,4,4,5,5,2,5,5,4,2,5,5,3,4,5,2,5,5,5,2,1,5,4,4,4,2,4,5,1.375,2.5,2.7777777777777777,3.4444444444444446,4.0
1,5,4,1,5,5,4,4,5,5,2,1,4,5,5,1,2,4,4,5,5,2,1,5,4,2,5,4,5,4,4,2,4,5,2,1,1,4,1,5,4,4,4,4,1.375,2.375,2.888888888888889,3.4444444444444446,4.3
2,2,4,1,5,5,2,4,5,5,2,1,5,5,5,2,2,4,4,5,5,2,1,5,5,2,4,4,3,4,4,2,5,5,2,2,2,4,2,5,4,2,2,4,1.75,2.25,2.7777777777777777,3.888888888888889,4.4
1,2,4,1,5,5,2,4,5,5,1,1,5,2,5,1,1,4,4,4,5,2,4,5,4,2,5,4,4,4,5,2,4,5,4,1,2,4,1,5,4,2,2,4,1.125,1.875,2.5555555555555554,3.4444444444444446,4.0
1,5,5,1,4,5,2,4,5,4,1,1,5,4,5,1,5,4,4,4,5,5,1,5,4,4,4,5,4,4,4,2,4,5,4,1,4,5,2,5,5,2,4,4,1.5,2.25,2.888888888888889,3.888888888888889,3.7
