EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_Score_Comparison,AGR_Score_Comparison,CSN_Score_Comparison,EST_Score_Comparison,OPN_Score_Comparison
4,1,5,1,2,5,5,5,2,2,1,1,5,4,1,1,4,4,5,2,4,4,1,5,2,4,1,5,4,2,4,5,5,4,5,2,1,5,2,2,5,5,4,2,2.125,2.875,4.777777777777778,3.888888888888889,1.7,low,high,high,low,low
2,1,5,1,2,5,4,1,5,2,2,1,5,5,2,2,4,5,4,2,5,4,5,5,2,2,2,5,2,2,5,5,5,5,5,2,1,5,4,2,5,4,1,2,1.625,2.375,4.444444444444445,4.111111111111111,1.8,low,high,high,low,low
2,1,5,1,2,4,4,4,5,2,2,1,5,5,2,2,4,4,4,2,4,4,5,5,2,4,4,5,4,2,4,5,4,5,4,2,1,5,3,2,5,4,2,1,2.25,2.5,4.222222222222222,3.6666666666666665,1.8,low,high,high,low,low
2,4,5,1,1,5,5,4,5,2,1,1,5,4,2,2,5,5,4,1,5,4,4,5,2,2,4,5,4,2,4,5,5,5,5,2,1,5,4,2,4,4,4,2,1.625,2.5,4.111111111111111,3.555555555555556,1.7,low,high,low,low,low
4,2,5,1,2,4,5,4,4,4,2,1,5,5,2,4,5,4,4,2,4,4,5,5,2,2,4,5,5,2,2,5,5,5,5,2,1,5,4,2,4,4,4,2,2.75,2.875,4.333333333333333,3.555555555555556,2.1,low,high,low,low,low
2,4,4,1,2,5,5,4,5,2,2,1,5,4,2,2,4,4,2,2,4,5,4,5,2,2,1,5,4,2,2,4,5,5,4,2,4,5,4,2,4,5,4,2,2.125,2.25,4.111111111111111,3.555555555555556,2.0,low,high,low,low,low
1,4,4,1,2,5,4,4,5,2,2,1,5,4,2,2,4,4,4,2,5,4,5,5,4,2,5,5,5,2,4,4,4,5,5,2,1,4,4,2,4,4,4,2,1.625,2.625,3.6666666666666665,3.2222222222222223,2.1,low,low,low,low,low
4,5,5,1,2,4,5,2,4,2,2,1,5,4,2,2,5,4,4,2,5,4,4,5,2,2,2,5,5,2,4,4,5,5,4,2,1,5,4,2,4,4,5,2,2.125,2.75,4.111111111111111,3.7777777777777777,2.0,low,high,high,low,low
2,1,5,1,2,5,5,5,4,4,5,1,5,5,1,2,5,4,4,2,5,5,4,5,2,2,2,5,5,2,5,5,5,5,5,2,1,5,4,2,5,5,4,1,2.0,2.875,4.888888888888889,3.555555555555556,1.8,low,high,low,low,low
2,1,5,1,2,5,5,4,5,2,1,1,5,5,1,1,5,4,4,2,5,4,5,5,2,2,2,5,5,2,5,5,5,5,5,2,1,5,4,2,5,4,1,1,1.375,2.75,4.666666666666667,3.888888888888889,1.6,low,high,high,low,low
